state,district,district_label,district_id,incumbent,incumbent_party,pres_source,pres_dem_votes,pres_rep_votes,pres_total_votes,pres_dem_share,pres_rep_share,pres_dem_margin,pres_2020_dem_votes,pres_2020_rep_votes,pres_2020_total_votes,pres_2020_dem_margin,pres_two_party_total,pres_two_party_dem_margin,pres_winner_party,pres_winner,cong_dem_votes,cong_rep_votes,cong_total_votes,cong_winner_party,cong_winner_candidate,cong_winner_votes,cong_two_party_total,cong_two_party_dem_margin,cong_dem_margin,cong_two_party_winner_party,cong_winner,state_name,redistricted_for_story,valid_pres_cong_data,split_ticket_category,split_ticket,dem_won_harris_lost,gop_won_trump_lost,house_source,presidential_source
MN,7,7,MN-7,Michelle Fischbach,R,The Downballot presidential CD results,123652,269504,399799,0.30928541592150055,0.6740987346141436,-0.36481331869264305,128549.57789491757,260007.1310021863,395800.91068171896,-0.33213049682187207,393156,-0.3709774237198466,R,Trump,0,275098,390510,R,MICHELLE FISCHBACH,275098,275098,-1,-0.7044582725154286,R,Republican,Minnesota,FALSE,TRUE,GOP won Trump-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
MN,8,8,MN-8,Pete Stauber,R,The Downballot presidential CD results,180905,242420,430450,0.4202694854222325,0.5631780694621907,-0.1429085840399582,182460.80936412004,230049.66828005356,420814.4870147697,-0.11308750146299801,423325,-0.1453138841315774,R,Trump,0,244498,421606,R,PETE STAUBER,244498,244498,-1,-0.5799205893654265,R,Republican,Minnesota,FALSE,TRUE,GOP won Trump-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
MO,1,1,MO-1,Wesley Bell,D,The Downballot presidential CD results,244275,64567,314220,0.777401183883903,0.20548341926039082,0.5719177646235122,278269.18721347046,71036.88850999465,355000.45795755606,0.5837522010415337,308842,0.5818768172722621,D,Harris,233312,56453,307265,D,WESLEY BELL,233312,289765,0.6103532172622642,0.5755911021431013,D,Democrat,Missouri,TRUE,TRUE,Dem won Harris-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
MO,2,2,MO-2,Ann Wagner,R,The Downballot presidential CD results,196255,230556,433971,0.45223067900850517,0.5312705226846955,-0.07903984367619038,198823.22687790665,232845.21889979937,438960.12066436594,-0.07750588361056682,426811,-0.0803657825126344,R,Trump,182056,233444,428392,R,ANN WAGNER,233444,415500,-0.12367749699157642,-0.11995555472557844,R,Republican,Missouri,TRUE,TRUE,GOP won Trump-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
MO,3,3,MO-3,Bob Onder,R,The Downballot presidential CD results,146055,254638,406388,0.3593979152927744,0.6265883835152612,-0.2671904682224869,142583.93399088053,247107.68077404524,397209.7637193745,-0.2631449584834724,400693,-0.2709880132670149,R,Trump,138532,240620,392463,R,BOB ONDER,240620,379152,-0.26925349200320714,-0.26012133627883394,R,Republican,Missouri,TRUE,TRUE,GOP won Trump-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
MO,4,4,MO-4,Mark Alford,R,The Downballot presidential CD results,106163,265110,375940,0.2823934670426132,0.7051923179230728,-0.4227988508804596,109919.90976497585,257314.92173284775,374597.7454978858,-0.3934754379580317,371273,-0.42811354448074596,R,Trump,96568,259886,365696,R,MARK ALFORD,259886,356454,-0.4581741262547201,-0.4465949859993,R,Republican,Missouri,TRUE,TRUE,GOP won Trump-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
MO,5,5,MO-5,Emanuel Cleaver,D,The Downballot presidential CD results,205020,126971,337623,0.6072453594689935,0.37607331254091103,0.23117204692808246,217895.42068937613,125685.72317358758,350584.0635546361,0.2630173675918338,331991,0.23509372242018609,D,Harris,199900,120957,331929,D,EMANUEL CLEAVER,199900,320857,0.2460379546028293,0.23783098192685787,D,Democrat,Missouri,TRUE,TRUE,Dem won Harris-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
MO,6,6,MO-6,Sam Graves,R,The Downballot presidential CD results,114818,263613,382953,0.2998226936464788,0.6883690687891203,-0.3885463751426415,115547.9975219015,255726.72000937612,377862.59448278305,-0.3709780341696715,378431,-0.3931892471811242,R,Trump,100999,265210,375186,R,SAM GRAVES,265210,366209,-0.4484078763766046,-0.437678911260015,R,Republican,Missouri,TRUE,TRUE,GOP won Trump-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
MO,7,7,MO-7,Eric Burlison,R,The Downballot presidential CD results,105495,265470,375382,0.2810337203169038,0.7071995993414708,-0.426165879024567,103422.81914211372,254240.51371942673,364373.614097696,-0.41390948395312654,370965,-0.43124014394889004,R,Trump,96655,263231,367868,R,ERIC BURLISON,263231,359886,-0.46285768271063615,-0.4528145965400633,R,Republican,Missouri,TRUE,TRUE,GOP won Trump-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
MO,8,8,MO-8,Jason Smith,R,The Downballot presidential CD results,82518,281060,367119,0.22477180423786292,0.7655828219187784,-0.5408110176809154,86551.50479937509,274779.3331809226,366569.64002570254,-0.5134845001575953,363578,-0.5460781455423596,R,Trump,77649,271249,356064,R,JASON SMITH,271249,348898,-0.5548899678416042,-0.5437224768580929,R,Republican,Missouri,TRUE,TRUE,GOP won Trump-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
MS,1,1,MS-1,Trent Kelly,R,The Downballot presidential CD results,99872,219885,324057,0.3081926944951043,0.6785380349753284,-0.3703453404802241,111534.68073394496,217290.75229357797,333728.31743119267,-0.31689271193307583,319757,-0.3753256379062851,R,Trump,96697,223589,320286,R,TRENT KELLY,223589,320286,-0.3961834110763505,-0.3961834110763505,R,Republican,Mississippi,FALSE,TRUE,GOP won Trump-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
MS,2,2,MS-2,Bennie Thompson,D,The Downballot presidential CD results,170917,112590,286455,0.5966626520744969,0.39304602817196416,0.2036166239025327,208158.95114149145,121206.0598652974,333246.99038280186,0.26092626125838675,283507,0.20573389722299626,D,Harris,177885,108956,286841,D,BENNIE G. THOMPSON,177885,286841,0.24030386172130205,0.24030386172130205,D,Democrat,Mississippi,FALSE,TRUE,Dem won Harris-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
MS,3,3,MS-3,Michael Guest,R,The Downballot presidential CD results,113023,207443,323626,0.3492395543003343,0.6409960880769777,-0.2917565337766434,128386.00781015061,212320.8905253132,345011.35375492973,-0.24328150885951322,320466,-0.2946334400529229,R,Trump,0,265159,265159,R,MICHAEL GUEST,265159,265159,-1,-1,R,Republican,Mississippi,FALSE,TRUE,GOP won Trump-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
MS,4,4,MS-4,Mike Ezell,R,The Downballot presidential CD results,82856,207826,293870,0.28194780004764014,0.7072038656548814,-0.4252560656072412,91318.36031441299,205946.2973158114,301772.3384310758,-0.37984905308867195,290682,-0.4299199812853909,R,Trump,75771,215095,290866,R,MIKE EZELL,215095,290866,-0.4789972014604663,-0.4789972014604663,R,Republican,Mississippi,FALSE,TRUE,GOP won Trump-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
MT,1,1,MT-1,Ryan Zinke,R,The Downballot presidential CD results,137405,174604,322059,0.42664542832213975,0.542149109324689,-0.11550368100254921,143416.5605536332,165189.35294117648,316602.96539792384,-0.06877002039503344,312009,-0.11922412494511377,R,Trump,143783,168529,322266,R,RYAN K. ZINKE,168529,312312,-0.07923486769640616,-0.07678749852606231,R,Republican,Montana,FALSE,TRUE,GOP won Trump-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
MT,2,2,MT-2,Troy Downing,R,The Downballot presidential CD results,94501,177475,280904,0.3364174237461909,0.6317994759775581,-0.29538205223136726,101369.43944636678,178412.64705882352,287037.03460207616,-0.2684085965396867,271976,-0.3050783892696414,R,Trump,93713,181832,275545,R,TROY DOWNING,181832,275545,-0.3197989439111579,-0.3197989439111579,R,Republican,Montana,FALSE,TRUE,GOP won Trump-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
NC,1,1,NC-1,Don Davis,D,The Downballot presidential CD results,182919,194701,380609,0.4805955718335615,0.5115512244849701,-0.03095565265140865,195535,189037,387749,0.016758263722150113,377620,-0.031200677930194376,R,Trump,186341,180034,376324,D,DONALD G. DAVIS,186341,366375,0.017214602524735584,0.016759494478162433,D,Democrat,North Carolina,TRUE,TRUE,Dem won Trump-won district,TRUE,TRUE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
NC,2,2,NC-2,Deborah Ross,D,The Downballot presidential CD results,271376,132352,410662,0.6608256912010364,0.3222893766649946,0.3385363145360418,274375,129374,410264,0.3534333989821188,403728,0.34435065192406766,D,Harris,268662,128164,405517,D,DEBORAH K. ROSS,268662,396826,0.3540544218372788,0.3464663626925628,D,Democrat,North Carolina,TRUE,TRUE,Dem won Harris-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
NC,3,3,NC-3,Greg Murphy,R,The Downballot presidential CD results,147424,230887,381786,0.3861430225309467,0.6047550198278617,-0.21861199729691505,148669,211944,365705,-0.17302197126098912,378311,-0.2206200718456508,R,Trump,0,248276,320841,R,GREGORY F. MURPHY,248276,248276,-1,-0.7738287812343185,R,Republican,North Carolina,TRUE,TRUE,GOP won Trump-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
NC,4,4,NC-4,Valerie Foushee,D,The Downballot presidential CD results,312671,115458,435313,0.7182670859818108,0.26522984611072953,0.45303723987108124,303300,109913,418781,0.4617855155797422,428129,0.4606391998673297,D,Harris,308064,112084,428780,D,VALERIE P. FOUSHEE,308064,420148,0.46645467787541534,0.45706422874201225,D,Democrat,North Carolina,TRUE,TRUE,Dem won Harris-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
NC,5,5,NC-5,Virginia Foxx,R,The Downballot presidential CD results,165367,237737,407131,0.4061763904001415,0.5839324443483793,-0.17775605394823785,167159,228749,400206,-0.15389574369199865,403104,-0.17953183297610542,R,Trump,162390,238304,400694,R,VIRGINIA FOXX,238304,400694,-0.18945629333107059,-0.18945629333107059,R,Republican,North Carolina,TRUE,TRUE,GOP won Trump-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
NC,6,6,NC-6,Addison McDowell,R,The Downballot presidential CD results,159318,226306,390326,0.40816650697109597,0.5797871522778395,-0.17162064530674354,157028,218931,380748,-0.16258260056520324,385624,-0.17371325436176172,R,Trump,0,233303,337320,R,ADDISON MCDOWELL,233303,233303,-1,-0.6916370212261355,R,Republican,North Carolina,TRUE,TRUE,GOP won Trump-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
NC,7,7,NC-7,David Rouzer,R,The Downballot presidential CD results,188984,250257,443261,0.4263492614960486,0.5645815896277814,-0.13823232813173275,182079,227837,415038,-0.11025014576978487,439241,-0.1394974512852853,R,Trump,179512,254022,433534,R,DAVID ROUZER,254022,433534,-0.17186656640540304,-0.17186656640540304,R,Republican,North Carolina,TRUE,TRUE,GOP won Trump-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
NC,8,8,NC-8,Mark Harris,R,The Downballot presidential CD results,162688,241935,408938,0.39783047796976556,0.5916178002533391,-0.19378732228357354,160797,231207,396368,-0.17763795260969606,404623,-0.19585391833879934,R,Trump,161709,238640,400349,R,MARK HARRIS,238640,400349,-0.1921598405391296,-0.1921598405391296,R,Republican,North Carolina,TRUE,TRUE,GOP won Trump-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
NC,9,9,NC-9,Richard Hudson,R,The Downballot presidential CD results,158667,219161,381829,0.41554465480620906,0.5739768325611727,-0.15843217775496365,157590,209219,371496,-0.1389759243706527,377828,-0.1601098912732778,R,Trump,140852,210042,373077,R,RICHARD HUDSON,210042,350894,-0.19718205497956648,-0.18545769372006315,R,Republican,North Carolina,TRUE,TRUE,GOP won Trump-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
NC,10,10,NC-10,Pat Harrigan,R,The Downballot presidential CD results,168721,242317,415176,0.40638428040156466,0.5836488621692969,-0.17726458176773224,164107,227817,396712,-0.1605950916533908,411038,-0.1790491390090454,R,Trump,155383,233814,406695,R,PAT HARRIGAN,233814,389197,-0.2015200528267176,-0.19284967850600573,R,Republican,North Carolina,TRUE,TRUE,GOP won Trump-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
NC,11,11,NC-11,Chuck Edwards,R,The Downballot presidential CD results,196320,238092,439574,0.4466142219512528,0.5416425903260884,-0.09502836837483564,189675,237262,432661,-0.10998680260065041,434412,-0.09615756470815723,R,Trump,186977,245546,432523,R,CHUCK EDWARDS,245546,432523,-0.1354124520545728,-0.1354124520545728,R,Republican,North Carolina,TRUE,TRUE,GOP won Trump-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
NC,12,12,NC-12,Alma Adams,D,The Downballot presidential CD results,254841,91752,352991,0.7219475850659082,0.25992730692850524,0.46202027813740293,262552,85335,352999,0.5020325836617101,346593,0.4705490301304412,D,Harris,259627,91128,350755,D,ALMA S. ADAMS,259627,350755,0.4803894456244387,0.4803894456244387,D,Democrat,North Carolina,TRUE,TRUE,Dem won Harris-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
NC,13,13,NC-13,Brad Knott,R,The Downballot presidential CD results,175125,245091,424917,0.41213931191267944,0.57679735101208,-0.16465803909940052,158090,225142,388665,-0.17251875008040346,420216,-0.16650008567022673,R,Trump,171835,243655,415490,R,BRAD KNOTT,243655,415490,-0.17285614575561387,-0.17285614575561387,R,Republican,North Carolina,TRUE,TRUE,GOP won Trump-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
NC,14,14,NC-14,Tim Moore,R,The Downballot presidential CD results,170950,232364,407378,0.4196348354599414,0.5703891717274865,-0.15075433626754509,163279,227014,394744,-0.161459072208824,403314,-0.15227341475872397,R,Trump,168269,232987,401256,R,TIM MOORE,232987,401256,-0.16128855394062644,-0.16128855394062644,R,Republican,North Carolina,TRUE,TRUE,GOP won Trump-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
ND,0,AL,ND-AL,Julie Fedorchak,R,The Downballot presidential CD results,112327,246505,365059,0.30769546840373746,0.6752470148660902,-0.3675515464623527,114902,235595,359890,-0.3353608046903221,358832,-0.3739298613278637,R,Trump,0,249101,359787,R,JULIE FEDORCHAK,249101,249101,-1,-0.6923568667016874,R,Republican,ND,FALSE,TRUE,GOP won Trump-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
NE,1,1,NE-1,Mike Flood,R,The Downballot presidential CD results,136153,177666,318304,0.4277451744244496,0.5581645219664221,-0.13041934754197249,136955.90394876394,171957.46757120496,316440.34162401344,-0.1106103079108321,313819,-0.13228325882116762,R,Trump,124498,187559,312057,R,MIKE FLOOD,187559,312057,-0.20208167097677668,-0.20208167097677668,R,Republican,Nebraska,FALSE,TRUE,GOP won Trump-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
NE,2,2,NE-2,Don Bacon,R,The Downballot presidential CD results,163541,148905,316690,0.516407212100161,0.47019167008746726,0.04621554201269379,163239.15670864575,143429.45039267556,312939.86592197395,0.06330195821362494,312446,0.04684329452129328,D,Harris,154369,160198,314567,R,DON BACON,160198,314567,-0.018530233622725843,-0.018530233622725843,R,Republican,Nebraska,FALSE,TRUE,GOP won Harris-won district,TRUE,FALSE,TRUE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
NE,3,3,NE-3,Adrian Smith,R,The Downballot presidential CD results,70301,238245,312165,0.22520461935194527,0.7632021527077026,-0.5379975333557574,74387.93934259031,241459.08203611948,322331.7924540126,-0.5183203971955865,308546,-0.5443078179590726,R,Trump,59287,243481,302768,R,ADRIAN SMITH,243481,302768,-0.6083668023040744,-0.6083668023040744,R,Republican,Nebraska,FALSE,TRUE,GOP won Trump-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
NH,1,1,NH-1,Chris Pappas,D,The Downballot presidential CD results,208186,199942,411957,0.5054,0.4853,0.02009999999999995,210310,186410,403198,0.05927608767900633,408128,0.020199545240708796,D,Harris,218577,185936,416562,D,CHRIS PAPPAS,218577,404513,0.08069209147790059,0.0783580835505879,D,Democrat,New Hampshire,FALSE,TRUE,Dem won Harris-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
NH,2,2,NH-2,Maggie Goodlander,D,The Downballot presidential CD results,210302,195581,410159,0.5127,0.4768,0.03590000000000004,214627,179250,400635,0.08830232006689381,405883,0.03626907261452192,D,Harris,211641,187810,414424,D,MAGGIE GOODLANDER,211641,399451,0.05965938250248466,0.05750390904001699,D,Democrat,New Hampshire,FALSE,TRUE,Dem won Harris-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
NJ,1,1,NJ-1,Donald Norcross,D,The Downballot presidential CD results,220600,150098,376377,0.5861144543901461,0.3987969509295201,0.18731750346062598,247692.94249289756,149375.1513118161,402494.7273981167,0.24427100403686303,370698,0.19018716043787665,D,Harris,208808,144390,361060,D,DONALD NORCROSS,208808,353198,0.1823849512171643,0.17841356007311804,D,Democrat,New Jersey,FALSE,TRUE,Dem won Harris-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
NJ,2,2,NJ-2,Jeff Van Drew,R,The Downballot presidential CD results,166360,214917,386844,0.4300441521646969,0.5555650339671806,-0.12552088180248372,192480.57653552032,212664.05285346584,410535.4518867231,-0.04916378409023403,381277,-0.1273536038103531,R,Trump,153117,215946,371620,R,JEFFERSON VAN DREW,215946,369063,-0.17023922744897213,-0.169067865023411,R,Republican,New Jersey,FALSE,TRUE,GOP won Trump-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
NJ,3,3,NJ-3,Herb Conaway,D,The Downballot presidential CD results,212712,179400,398668,0.5335567439573781,0.44999849498831107,0.083558248969067,248284.38808277753,186602.62786058447,440665.62018710165,0.1399740696721557,392112,0.08495531888848085,D,Harris,202034,169454,379484,D,HERB CONAWAY,202034,371488,0.08770135239900077,0.08585342201515743,D,Democrat,New Jersey,FALSE,TRUE,Dem won Harris-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
NJ,4,4,NJ-4,Chris Smith,R,The Downballot presidential CD results,142650,268072,416430,0.3425545709963259,0.6437384434358716,-0.3011838724395457,163105.79123685817,259058.58864171285,427723.881105589,-0.22433350496314125,410722,-0.3053695687107094,R,Trump,124803,265652,394228,R,CHRISTOPHER H. SMITH,265652,390455,-0.3607304298830851,-0.35727802185537305,R,Republican,New Jersey,FALSE,TRUE,GOP won Trump-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
NJ,5,5,NJ-5,Josh Gottheimer,D,The Downballot presidential CD results,200624,194528,402838,0.49802650196853326,0.4828938680064939,0.015132633962039344,240209.20831498582,186611.43344862026,432268.6014181247,0.1239918298264775,395152,0.015426974936227073,D,Harris,208359,165287,381889,D,JOSH GOTTHEIMER,208359,373646,0.1152748858545254,0.11278669980020373,D,Democrat,New Jersey,FALSE,TRUE,Dem won Harris-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
NJ,6,6,NJ-6,Frank Pallone,D,The Downballot presidential CD results,167151,146484,321741,0.5195203595438567,0.4552854625304204,0.06423489701343627,197825.00986562547,133268.10504108685,335438.602938246,0.19245520419849682,313635,0.06589506910899613,D,Harris,170275,122519,303681,D,"FRANK PALLONE, JR.",170275,292794,0.16310443520017487,0.15725712178239665,D,Democrat,New Jersey,FALSE,TRUE,Dem won Harris-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
NJ,7,7,NJ-7,Tom Kean,R,The Downballot presidential CD results,216349,221591,446499,0.4845453181306117,0.49628554599226427,-0.011740227861652575,235950.5370276466,218150.8915921228,461600.13450056774,0.03856074577357371,437940,-0.011969676211353154,R,Trump,200025,223331,431398,R,"THOMAS H. KEAN, JR.",223331,423356,-0.05505059571613488,-0.054024358017422426,R,Republican,New Jersey,FALSE,TRUE,GOP won Trump-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
NJ,8,8,NJ-8,Rob Menendez,D,The Downballot presidential CD results,135328,81523,222455,0.6083387651435122,0.3664696230698343,0.24186914207367782,173894.10417955992,64632.826948782356,241039.30329876195,0.45329237072740397,216851,0.24811967664433182,D,Harris,116434,68152,196765,D,ROBERT MENENDEZ,116434,184586,0.26156913308701635,0.24537900541254795,D,Democrat,New Jersey,FALSE,TRUE,Dem won Harris-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
NJ,9,9,NJ-9,Nellie Pou,D,The Downballot presidential CD results,137598,140858,286539,0.4802068828327034,0.4915840426608594,-0.011377159828156014,185603.02020620968,126053.73565939374,315019.48018770065,0.18903365757360202,278456,-0.011707415175108456,R,Trump,130514,117939,257013,D,NELLIE POU,130514,248453,0.050613194447239516,0.048927486158287715,D,Democrat,New Jersey,FALSE,TRUE,Dem won Trump-won district,TRUE,TRUE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
NJ,10,10,NJ-10,LaMonica McIver,D,The Downballot presidential CD results,196329,62565,263460,0.7451947164654976,0.23747437941243452,0.5077203370530631,234075.90716228884,53927.70517191684,290353.837314268,0.6204436754021143,258894,0.5166747780945097,D,Harris,182020,54405,244577,D,LAMONICA MCIVER,182020,236425,0.5397694829227028,0.5217784174309114,D,Democrat,New Jersey,FALSE,TRUE,Dem won Harris-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
NJ,11,11,NJ-11,Analilia Mejia,D,The Downballot presidential CD results,219563,183688,411672,0.5333445072776385,0.44619988728890964,0.08714461998872886,252858.80759596673,178835.1752935884,437161.4491821958,0.16932790492129485,403251,0.08896444150169497,D,Harris,222583,164556,393751,D,MIKIE SHERRILL,222583,387139,0.14988673318885465,0.14736978445769028,D,Democrat,New Jersey,FALSE,TRUE,Dem won Harris-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
NJ,12,12,NJ-12,Bonnie Watson Coleman,D,The Downballot presidential CD results,205449,124491,339201,0.6056851247490426,0.36701247932641706,0.2386726454226255,236354.7072996634,114093.70617690949,355051.91058260464,0.3443468334591858,329940,0.2453718857974177,D,Harris,196871,117222,321660,D,BONNIE WATSON COLEMAN,196871,314093,0.25358412954125054,0.24761860349437295,D,Democrat,New Jersey,FALSE,TRUE,Dem won Harris-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
NM,1,1,NM-1,Melanie Stansbury,D,The Downballot presidential CD results,194851,150029,353920,0.550550971971067,0.42390653254972877,0.12664443942133818,201157.8792888028,149224.51813945317,359557.12833531894,0.1444370228169059,344880,0.1299640454650893,D,Harris,193203,149546,342749,D,MELANIE A. STANSBURY,193203,342749,0.12737309226285123,0.12737309226285123,D,Democrat,New Mexico,FALSE,TRUE,Dem won Harris-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
NM,2,2,NM-2,Gabe Vasquez,D,The Downballot presidential CD results,130539,135451,271659,0.4805252172760704,0.4986067091463931,-0.018081491870322708,137448.9622130872,121889.0550226916,264674.99673193356,0.058788731019254026,265990,-0.018466859656378058,R,Trump,138177,127145,265322,D,GABE VASQUEZ,138177,265322,0.04157966546309767,0.04157966546309767,D,Democrat,New Mexico,FALSE,TRUE,Dem won Trump-won district,TRUE,TRUE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
NM,3,3,NM-3,Teresa Leger Fernandez,D,The Downballot presidential CD results,153411,137911,297824,0.5151062372407865,0.463062076931342,0.05204416030944453,163007.15849811008,130780.42683785521,299732.8749327475,0.10751817486648985,291322,0.05320573111539808,D,Harris,162342,126085,288427,D,TERESA LEGER FERNANDEZ,162342,288427,0.12570598452988105,0.12570598452988105,D,Democrat,New Mexico,FALSE,TRUE,Dem won Harris-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
NV,1,1,NV-1,Dina Titus,D,The Downballot presidential CD results,168452,160877,335276,0.5024278504873597,0.4798345243918443,0.022593326095515398,172621.039007889,144972.9666564274,324286.3710561078,0.08525820021797326,329329,0.023001314794627865,D,Harris,167885,143650,322899,D,DINA TITUS,167885,311535,0.07779222238271784,0.07505442878423284,D,Democrat,Nevada,FALSE,TRUE,Dem won Harris-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
NV,2,2,NV-2,Mark Amodei,R,The Downballot presidential CD results,176315,235008,421161,0.4186403774328582,0.5580003846510004,-0.13936000721814223,173063.09772807482,217347.6618518409,401969.5192074797,-0.11016896059949327,411323,-0.14269321190402676,R,Trump,0,219919,399584,R,MARK E. AMODEI,219919,219919,-1,-0.5503698846800673,R,Republican,Nevada,FALSE,TRUE,GOP won Trump-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
NV,3,3,NV-3,Susie Lee,D,The Downballot presidential CD results,187997,190836,385188,0.4880655679823878,0.4954359948908066,-0.00737042690841877,190166.59932407233,166068.58622728568,363063.6946756397,0.06637406452417605,378833,-0.007494067306702426,R,Trump,191304,181084,372388,D,SUSIE LEE,191304,372388,0.02744449337787469,0.02744449337787469,D,Democrat,Nevada,FALSE,TRUE,Dem won Trump-won district,TRUE,TRUE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
NV,4,4,NV-4,Steven Horsford,D,The Downballot presidential CD results,172433,164484,343215,0.5024051979080169,0.4792447882522617,0.023160409655755165,167635.26393996392,141500.785264446,316056.4150607728,0.0826892840333352,336917,0.02359334791654918,D,Harris,174926,148061,332206,D,STEVEN HORSFORD,174926,322987,0.08317672228294018,0.08086849725772563,D,Democrat,Nevada,FALSE,TRUE,Dem won Harris-won district,FALSE,FALSE,FALSE,MIT Election Data and Science Lab House returns 1976-2024,The Downballot presidential CD results
